rank,score,dataset_name,file_extension,size_kb,department_names,request_id,request_url,document_download_url,is_open_data_duplicate,duplicate_of,reasons
1,17,Nuru Employee Expenses Transactions  Jan 2014 to Feb. 2020.csv,csv,21.7,Public Works,20-777,https://sanfrancisco.nextrequest.com/requests/20-777,https://sanfrancisco.nextrequest.com/documents/3997868/download,false,,"expense, expenses, transactions, transaction, request-context:+4 (expense, reimbursement, records, -form), size:+2, dept:+1"
2,16,Violations_020116_Redacted.csv,csv,54706.9,Public Works,24-616,https://sanfrancisco.nextrequest.com/requests/24-616,https://sanfrancisco.nextrequest.com/documents/30404488/download,false,,"violation, violations, request-context:+4 (complaint, violation, violations, records, permits), size:+5, dept:+1"
3,14,HRC Prop Q Audit_Trend Analysis of Dept Use of Single Payments.xlsx,xlsx,23448.0,Controller,25-7557,https://sanfrancisco.nextrequest.com/requests/25-7557,https://sanfrancisco.nextrequest.com/documents/53348139/download,false,,"audit, payments, request-context:+4 (transactions, transaction, reimbursement, audit, inventory, roster, log, logs, records, vendor, contract, payments, -template, -form, -invoice, -receipt, -signature, -sample, -test, -duplicate), size:+5, dept:+1"
4,13,Tobacco_Violations_ 01012023-02282025.xlsx,xlsx,23.9,Public Health:  Tobacco and Smoking,25-1693,https://sanfrancisco.nextrequest.com/requests/25-1693,https://sanfrancisco.nextrequest.com/documents/44087351/download,false,,"violation, violations, request-context:+4 (violation, violations, records, inspections), size:+2, dept:+1"
5,13,CE Violations 12.19.2025 to 12.31.2025.xlsx,xlsx,156.7,Public Works,25-10804,https://sanfrancisco.nextrequest.com/requests/25-10804,https://sanfrancisco.nextrequest.com/documents/57360160/download,false,,"violation, violations, request-context:+4 (violation, violations, records), size:+2, dept:+1"
6,13,CE Violations 11.18.2025 to 12.18.2025.xlsx,xlsx,106.6,Public Works,25-10528,https://sanfrancisco.nextrequest.com/requests/25-10528,https://sanfrancisco.nextrequest.com/documents/57178252/download,false,,"violation, violations, request-context:+4 (violation, violations, records), size:+2, dept:+1"
7,13,violations.csv,csv,15820.0,"Public Health: Other, Public Health: Food Safety and Facilities",25-2572,https://sanfrancisco.nextrequest.com/requests/25-2572,https://sanfrancisco.nextrequest.com/documents/45403869/download,false,,"violation, violations, request-context:+2 (database, inspections, -form), size:+4, dept:+1"
8,12,"2_Blight Citations From 2009 to Nov 30, 2011.xls",xls,278.0,Public Works,24-599,https://sanfrancisco.nextrequest.com/requests/24-599,https://sanfrancisco.nextrequest.com/documents/29228123/download,false,,"citation, citations, request-context:+4 (complaint, complaints, violation, log, logs, records, permits, contract, -application), size:+3, dept:+1"
9,12,HRC Prop Q Audit_Trend Analysis of Dept Use of Prop Q.xlsx,xlsx,90689.1,Controller,25-7557,https://sanfrancisco.nextrequest.com/requests/25-7557,https://sanfrancisco.nextrequest.com/documents/53348141/download,false,,"audit, request-context:+4 (transactions, transaction, reimbursement, audit, inventory, roster, log, logs, records, vendor, contract, payments, -template, -form, -invoice, -receipt, -signature, -sample, -test, -duplicate), size:+5, dept:+1"
10,11,export-Complaint Manager-2024-08-01.xlsx,xlsx,73.4,"Public Health: Other, Public Health: Food Safety and Facilities",24-4594,https://sanfrancisco.nextrequest.com/requests/24-4594,https://sanfrancisco.nextrequest.com/documents/36711095/download,false,,"complaint, export, request-context:+4 (complaint, complaints, violation, violations, inspections), size:+2, dept:+1"
11,11,1_Unapproved incidents March 2020-March 2021.xlsx,xlsx,576.7,Public Works,22-6598,https://sanfrancisco.nextrequest.com/requests/22-6598,https://sanfrancisco.nextrequest.com/documents/16765309/download,false,,"incident, incidents, request-context:+3 (overtime), size:+3, dept:+1"
12,11,Complaint Manager-2026-07-02.xlsx,xlsx,545.5,"Public Health: Other, Public Health: Housing Violations/Vector Control/Lead",26-5533,https://sanfrancisco.nextrequest.com/requests/26-5533,https://sanfrancisco.nextrequest.com/documents/66279753/download,false,,"complaint, request-context:+4 (complaint, complaints, violation, violations, citation, records, -form), size:+3, dept:+1"
13,11,citation report 01012014 to 05312024_REDACTED.xlsx,xlsx,5810.0,Public Works,24-3249,https://sanfrancisco.nextrequest.com/requests/24-3249,https://sanfrancisco.nextrequest.com/documents/35197387/download,false,,"citation, request-context:+4 (violation, violations, citation, citations, database, records, -form, -copy), size:+4, dept:+1"
14,11,Supplier Payments (6).xlsx,xlsx,3206.7,Controller,26-2263,https://sanfrancisco.nextrequest.com/requests/26-2263,https://sanfrancisco.nextrequest.com/documents/61498626/download,false,,"payments, request-context:+4 (export, records, vendor, payments, -form), size:+4, dept:+1"
15,11,Inspections_020116.csv,csv,28361.4,Public Works,24-616,https://sanfrancisco.nextrequest.com/requests/24-616,https://sanfrancisco.nextrequest.com/documents/29866332/download,false,,"inspections, request-context:+4 (complaint, violation, violations, records, permits), size:+5, dept:+1"
16,11,Inspections_020116(1).csv,csv,28361.4,Public Works,24-616,https://sanfrancisco.nextrequest.com/requests/24-616,https://sanfrancisco.nextrequest.com/documents/29867478/download,false,,"inspections, request-context:+4 (complaint, violation, violations, records, permits), size:+5, dept:+1"
17,10,Unpaid Aadmin citation report - July 2025 thru July 2026.xlsx,xlsx,442.1,Public Works,26-6982,https://sanfrancisco.nextrequest.com/requests/26-6982,https://sanfrancisco.nextrequest.com/documents/68392745/download,false,,"citation, request-context:+4 (incident, incidents, violation, citation, citations, records, -form), size:+3, dept:+1"
18,10,Public Records Request 25-249.xlsx,xlsx,4458.5,Public Works,25-249,https://sanfrancisco.nextrequest.com/requests/25-249,https://sanfrancisco.nextrequest.com/documents/41761382/download,false,,"records, request-context:+4 (complaint, complaints, investigation, records, -form), size:+4, dept:+1"
19,10,Supplier Payments (1).xlsx,xlsx,12180.8,Controller,25-2312,https://sanfrancisco.nextrequest.com/requests/25-2312,https://sanfrancisco.nextrequest.com/documents/44357966/download,false,,"payments, request-context:+3 (transactions, transaction, records, vendor, -form, -invoice, -copy), size:+4, dept:+1"
20,10,"Public Records Request #26-6668 - SHARED SPACES HISTORY_redacted.xlsx",xlsx,5145.6,Public Works,26-6668,https://sanfrancisco.nextrequest.com/requests/26-6668,https://sanfrancisco.nextrequest.com/documents/67919248/download,false,,"records, request-context:+4 (complaint, complaints, violation, investigation, records, -form), size:+4, dept:+1"
21,10,1_New BSM Programmatic Inspection Tracker Updated.xls,xls,3479.0,Public Works,23-3094,https://sanfrancisco.nextrequest.com/requests/23-3094,https://sanfrancisco.nextrequest.com/documents/21587132/download,false,,"tracker, request-context:+4 (complaint, complaints, violation, log, logs, records, permits, contract, -application), size:+4, dept:+1"
22,10,1_New BSM Programmatic Inspection Tracker Updates.xls,xls,3484.5,Public Works,23-3094,https://sanfrancisco.nextrequest.com/requests/23-3094,https://sanfrancisco.nextrequest.com/documents/21586877/download,false,,"tracker, request-context:+4 (complaint, complaints, violation, log, logs, records, permits, contract, -application), size:+4, dept:+1"
23,10,2_BSM Programmatic Inspection Tracker.xls,xls,3440.5,Public Works,23-3094,https://sanfrancisco.nextrequest.com/requests/23-3094,https://sanfrancisco.nextrequest.com/documents/21587020/download,false,,"tracker, request-context:+4 (complaint, complaints, violation, log, logs, records, permits, contract, -application), size:+4, dept:+1"
24,10,2_BSM Programmatic Inspection Tracker.xls,xls,3440.5,Public Works,23-3094,https://sanfrancisco.nextrequest.com/requests/23-3094,https://sanfrancisco.nextrequest.com/documents/21586928/download,false,,"tracker, request-context:+4 (complaint, complaints, violation, log, logs, records, permits, contract, -application), size:+4, dept:+1"
25,10,1_New BSM Programmatic Inspection Tracker Updates.xls,xls,3484.5,Public Works,23-3094,https://sanfrancisco.nextrequest.com/requests/23-3094,https://sanfrancisco.nextrequest.com/documents/21587023/download,false,,"tracker, request-context:+4 (complaint, complaints, violation, log, logs, records, permits, contract, -application), size:+4, dept:+1"
26,10,1_New BSM Programmatic Inspection Tracker Updates.xls,xls,3484.5,Public Works,23-3094,https://sanfrancisco.nextrequest.com/requests/23-3094,https://sanfrancisco.nextrequest.com/documents/21587225/download,false,,"tracker, request-context:+4 (complaint, complaints, violation, log, logs, records, permits, contract, -application), size:+4, dept:+1"
27,10,1_New BSM Programmatic Inspection Tracker Updates.xls,xls,3484.5,Public Works,23-3094,https://sanfrancisco.nextrequest.com/requests/23-3094,https://sanfrancisco.nextrequest.com/documents/21588486/download,false,,"tracker, request-context:+4 (complaint, complaints, violation, log, logs, records, permits, contract, -application), size:+4, dept:+1"
28,10,2_BSM Programmatic Inspection Tracker.xls,xls,3440.5,Public Works,23-3094,https://sanfrancisco.nextrequest.com/requests/23-3094,https://sanfrancisco.nextrequest.com/documents/21591789/download,false,,"tracker, request-context:+4 (complaint, complaints, violation, log, logs, records, permits, contract, -application), size:+4, dept:+1"
29,10,1_New BSM Programmatic Inspection Tracker Updates.xls,xls,3484.5,Public Works,23-3094,https://sanfrancisco.nextrequest.com/requests/23-3094,https://sanfrancisco.nextrequest.com/documents/21587226/download,false,,"tracker, request-context:+4 (complaint, complaints, violation, log, logs, records, permits, contract, -application), size:+4, dept:+1"
30,10,1_New BSM Programmatic Inspection Tracker Updates.xls,xls,3484.5,Public Works,23-3094,https://sanfrancisco.nextrequest.com/requests/23-3094,https://sanfrancisco.nextrequest.com/documents/21591838/download,false,,"tracker, request-context:+4 (complaint, complaints, violation, log, logs, records, permits, contract, -application), size:+4, dept:+1"
31,10,1_New BSM Programmatic Inspection Tracker Updated.xls,xls,3479.0,Public Works,23-3094,https://sanfrancisco.nextrequest.com/requests/23-3094,https://sanfrancisco.nextrequest.com/documents/21592471/download,false,,"tracker, request-context:+4 (complaint, complaints, violation, log, logs, records, permits, contract, -application), size:+4, dept:+1"
32,10,1_BSM Programmatic Inspection Tracker.xls,xls,3104.5,Public Works,23-3094,https://sanfrancisco.nextrequest.com/requests/23-3094,https://sanfrancisco.nextrequest.com/documents/21592519/download,false,,"tracker, request-context:+4 (complaint, complaints, violation, log, logs, records, permits, contract, -application), size:+4, dept:+1"
33,10,1_New BSM Programmatic Inspection Tracker Updated.xls,xls,3479.0,Public Works,23-3094,https://sanfrancisco.nextrequest.com/requests/23-3094,https://sanfrancisco.nextrequest.com/documents/21592150/download,false,,"tracker, request-context:+4 (complaint, complaints, violation, log, logs, records, permits, contract, -application), size:+4, dept:+1"
34,10,4_BSM Programmatic Inspection Tracker.xls,xls,3286.0,Public Works,23-3094,https://sanfrancisco.nextrequest.com/requests/23-3094,https://sanfrancisco.nextrequest.com/documents/21586852/download,false,,"tracker, request-context:+4 (complaint, complaints, violation, log, logs, records, permits, contract, -application), size:+4, dept:+1"
35,10,1_New BSM Programmatic Inspection Tracker Updated.xls,xls,3479.0,Public Works,23-3094,https://sanfrancisco.nextrequest.com/requests/23-3094,https://sanfrancisco.nextrequest.com/documents/21587066/download,false,,"tracker, request-context:+4 (complaint, complaints, violation, log, logs, records, permits, contract, -application), size:+4, dept:+1"
36,10,1_New BSM Programmatic Inspection Tracker Updates.xls,xls,3484.5,Public Works,23-3094,https://sanfrancisco.nextrequest.com/requests/23-3094,https://sanfrancisco.nextrequest.com/documents/21587108/download,false,,"tracker, request-context:+4 (complaint, complaints, violation, log, logs, records, permits, contract, -application), size:+4, dept:+1"
37,10,2_BSM Programmatic Inspection Tracker.xls,xls,3438.5,Public Works,23-3094,https://sanfrancisco.nextrequest.com/requests/23-3094,https://sanfrancisco.nextrequest.com/documents/21587200/download,false,,"tracker, request-context:+4 (complaint, complaints, violation, log, logs, records, permits, contract, -application), size:+4, dept:+1"
38,10,2_BSM Programmatic Inspection Tracker.xls,xls,3440.5,Public Works,23-3094,https://sanfrancisco.nextrequest.com/requests/23-3094,https://sanfrancisco.nextrequest.com/documents/21592544/download,false,,"tracker, request-context:+4 (complaint, complaints, violation, log, logs, records, permits, contract, -application), size:+4, dept:+1"
39,10,1_BSM Programmatic Inspection Tracker.xls,xls,3104.5,Public Works,23-3094,https://sanfrancisco.nextrequest.com/requests/23-3094,https://sanfrancisco.nextrequest.com/documents/21592548/download,false,,"tracker, request-context:+4 (complaint, complaints, violation, log, logs, records, permits, contract, -application), size:+4, dept:+1"
40,10,2_BSM Programmatic Inspection Tracker.xls,xls,3440.5,Public Works,23-3094,https://sanfrancisco.nextrequest.com/requests/23-3094,https://sanfrancisco.nextrequest.com/documents/21592056/download,false,,"tracker, request-context:+4 (complaint, complaints, violation, log, logs, records, permits, contract, -application), size:+4, dept:+1"
41,10,1_New BSM Programmatic Inspection Tracker Updates.xls,xls,3484.5,Public Works,23-3094,https://sanfrancisco.nextrequest.com/requests/23-3094,https://sanfrancisco.nextrequest.com/documents/21592109/download,false,,"tracker, request-context:+4 (complaint, complaints, violation, log, logs, records, permits, contract, -application), size:+4, dept:+1"
42,10,1_New BSM Programmatic Inspection Tracker Updated.xls,xls,3466.5,Public Works,23-3094,https://sanfrancisco.nextrequest.com/requests/23-3094,https://sanfrancisco.nextrequest.com/documents/21586958/download,false,,"tracker, request-context:+4 (complaint, complaints, violation, log, logs, records, permits, contract, -application), size:+4, dept:+1"
43,10,1_New BSM Programmatic Inspection Tracker Updates.xls,xls,3484.5,Public Works,23-3094,https://sanfrancisco.nextrequest.com/requests/23-3094,https://sanfrancisco.nextrequest.com/documents/21591901/download,false,,"tracker, request-context:+4 (complaint, complaints, violation, log, logs, records, permits, contract, -application), size:+4, dept:+1"
44,10,1_New BSM Programmatic Inspection Tracker Updated.xls,xls,3466.5,Public Works,23-3094,https://sanfrancisco.nextrequest.com/requests/23-3094,https://sanfrancisco.nextrequest.com/documents/21586893/download,false,,"tracker, request-context:+4 (complaint, complaints, violation, log, logs, records, permits, contract, -application), size:+4, dept:+1"
45,10,1_New BSM Programmatic Inspection Tracker Updates.xls,xls,3484.5,Public Works,23-3094,https://sanfrancisco.nextrequest.com/requests/23-3094,https://sanfrancisco.nextrequest.com/documents/21587065/download,false,,"tracker, request-context:+4 (complaint, complaints, violation, log, logs, records, permits, contract, -application), size:+4, dept:+1"
46,10,4_BSM Programmatic Inspection Tracker.xls,xls,3286.0,Public Works,23-3094,https://sanfrancisco.nextrequest.com/requests/23-3094,https://sanfrancisco.nextrequest.com/documents/21587161/download,false,,"tracker, request-context:+4 (complaint, complaints, violation, log, logs, records, permits, contract, -application), size:+4, dept:+1"
47,10,1_New BSM Programmatic Inspection Tracker Updates.xls,xls,3484.5,Public Works,23-3094,https://sanfrancisco.nextrequest.com/requests/23-3094,https://sanfrancisco.nextrequest.com/documents/21587201/download,false,,"tracker, request-context:+4 (complaint, complaints, violation, log, logs, records, permits, contract, -application), size:+4, dept:+1"
48,10,1_New BSM Programmatic Inspection Tracker Updates.xls,xls,3484.5,Public Works,23-3094,https://sanfrancisco.nextrequest.com/requests/23-3094,https://sanfrancisco.nextrequest.com/documents/21591894/download,false,,"tracker, request-context:+4 (complaint, complaints, violation, log, logs, records, permits, contract, -application), size:+4, dept:+1"
49,10,1_New BSM Programmatic Inspection Tracker Updates.xls,xls,3484.5,Public Works,23-3094,https://sanfrancisco.nextrequest.com/requests/23-3094,https://sanfrancisco.nextrequest.com/documents/21591947/download,false,,"tracker, request-context:+4 (complaint, complaints, violation, log, logs, records, permits, contract, -application), size:+4, dept:+1"
50,10,1_New BSM Programmatic Inspection Tracker Updates.xls,xls,3484.5,Public Works,23-3094,https://sanfrancisco.nextrequest.com/requests/23-3094,https://sanfrancisco.nextrequest.com/documents/21592581/download,false,,"tracker, request-context:+4 (complaint, complaints, violation, log, logs, records, permits, contract, -application), size:+4, dept:+1"
51,10,2_BSM Programmatic Inspection Tracker.xls,xls,3438.5,Public Works,23-3094,https://sanfrancisco.nextrequest.com/requests/23-3094,https://sanfrancisco.nextrequest.com/documents/21586974/download,false,,"tracker, request-context:+4 (complaint, complaints, violation, log, logs, records, permits, contract, -application), size:+4, dept:+1"
52,10,2_BSM Programmatic Inspection Tracker.xls,xls,3440.5,Public Works,23-3094,https://sanfrancisco.nextrequest.com/requests/23-3094,https://sanfrancisco.nextrequest.com/documents/21592676/download,false,,"tracker, request-context:+4 (complaint, complaints, violation, log, logs, records, permits, contract, -application), size:+4, dept:+1"
53,10,2025 DIST - Direct Charges Detailed.csv,csv,87072.6,Controller,26-7464,https://sanfrancisco.nextrequest.com/requests/26-7464,https://sanfrancisco.nextrequest.com/documents/68791857/download,false,,"request-context:+4 (audit, database, records, -form), size:+5, dept:+1"
54,9,Supplier Payments_EPISCOPAL.xlsx,xlsx,22.8,Controller,23-5031,https://sanfrancisco.nextrequest.com/requests/23-5031,https://sanfrancisco.nextrequest.com/documents/25095036/download,false,,"payments, request-context:+4 (complaint, complaints, investigation, log, records, -form), size:+2, dept:+1"
55,9,Bag and Tag Logs  2022_redacted.xlsx,xlsx,98.6,Public Works,25-449,https://sanfrancisco.nextrequest.com/requests/25-449,https://sanfrancisco.nextrequest.com/documents/41871798/download,false,,"log, logs, request-context:+3 (log, logs, export, records, -form, -copy), size:+2, dept:+1"
56,9,BUF inventory 2-6-2026.xlsx,xlsx,28.6,Public Works,26-981,https://sanfrancisco.nextrequest.com/requests/26-981,https://sanfrancisco.nextrequest.com/documents/59167255/download,false,,"inventory, request-context:+4 (inventory, database, log, export, records, -form, -certificate, -license), size:+2, dept:+1"
57,9,1_SPOT SEWER Asset spreadsheet_C29 PROGRESS PAYMENTS.xlsx,xlsx,52.6,Public Works,23-3094,https://sanfrancisco.nextrequest.com/requests/23-3094,https://sanfrancisco.nextrequest.com/documents/21589596/download,false,,"payments, request-context:+4 (complaint, complaints, violation, log, logs, records, permits, contract, -application), size:+2, dept:+1"
58,9,1_SPOT SEWER Asset spreadsheet_C29 PROGRESS PAYMENTS.xlsx,xlsx,52.6,Public Works,23-3094,https://sanfrancisco.nextrequest.com/requests/23-3094,https://sanfrancisco.nextrequest.com/documents/21586491/download,false,,"payments, request-context:+4 (complaint, complaints, violation, log, logs, records, permits, contract, -application), size:+2, dept:+1"
59,9,Post Audit notes.xlsx,xlsx,103.2,Controller,25-7557,https://sanfrancisco.nextrequest.com/requests/25-7557,https://sanfrancisco.nextrequest.com/documents/53348166/download,false,,"audit, request-context:+4 (transactions, transaction, reimbursement, audit, inventory, roster, log, logs, records, vendor, contract, payments, -template, -form, -invoice, -receipt, -signature, -sample, -test, -duplicate), size:+2, dept:+1"
60,9,1_SPOT SEWER Asset spreadsheet_C29 PROGRESS PAYMENTS.xlsx,xlsx,52.6,Public Works,23-3094,https://sanfrancisco.nextrequest.com/requests/23-3094,https://sanfrancisco.nextrequest.com/documents/21586459/download,false,,"payments, request-context:+4 (complaint, complaints, violation, log, logs, records, permits, contract, -application), size:+2, dept:+1"
61,9,export-Permit Manager-2024-07-31.xlsx,xlsx,633.1,"Public Health: Other, Public Health: Food Safety and Facilities",24-4594,https://sanfrancisco.nextrequest.com/requests/24-4594,https://sanfrancisco.nextrequest.com/documents/36694289/download,false,,"export, request-context:+4 (complaint, complaints, violation, violations, inspections), size:+3, dept:+1"
62,9,MASTER Log.xlsx,xlsx,237.1,Public Works,24-6236,https://sanfrancisco.nextrequest.com/requests/24-6236,https://sanfrancisco.nextrequest.com/documents/39767775/download,false,,"log, request-context:+4 (complaint, complaints, incident, inspections, contract, -invoice), size:+3, dept:+1"
63,9,2_Year-end request log 2022.xlsx,xlsx,312.6,Public Works,23-1090,https://sanfrancisco.nextrequest.com/requests/23-1090,https://sanfrancisco.nextrequest.com/documents/18269849/download,false,,"log, request-context:+4 (lawsuit, log), size:+3, dept:+1"
64,9,2_ATTACHMENT 32 - LEED Material Inventory.xlsx,xlsx,675.8,Public Works,24-1499,https://sanfrancisco.nextrequest.com/requests/24-1499,https://sanfrancisco.nextrequest.com/documents/31230044/download,false,,"inventory, request-context:+3 (complaint, records, -form), size:+3, dept:+1"
65,9,2_ATTACHMENT 32 - LEED Material Inventory.xlsx,xlsx,675.8,Public Works,24-1499,https://sanfrancisco.nextrequest.com/requests/24-1499,https://sanfrancisco.nextrequest.com/documents/31229586/download,false,,"inventory, request-context:+3 (complaint, records, -form), size:+3, dept:+1"
66,9,2022 HPF Comments Log.xlsx,xlsx,302.0,Public Works,25-2824,https://sanfrancisco.nextrequest.com/requests/25-2824,https://sanfrancisco.nextrequest.com/documents/45245451/download,false,,"log, request-context:+4 (expense, expenses, overtime, payroll, reimbursement, records, permits, -form, -invoice, -receipt), size:+3, dept:+1"
67,9,2022 HPF Comments Log.xlsx,xlsx,468.3,Public Works,25-2824,https://sanfrancisco.nextrequest.com/requests/25-2824,https://sanfrancisco.nextrequest.com/documents/45245461/download,false,,"log, request-context:+4 (expense, expenses, overtime, payroll, reimbursement, records, permits, -form, -invoice, -receipt), size:+3, dept:+1"
68,9,2022 HPF Comments Log (3).xlsx,xlsx,324.9,Public Works,25-2824,https://sanfrancisco.nextrequest.com/requests/25-2824,https://sanfrancisco.nextrequest.com/documents/45245549/download,false,,"log, request-context:+4 (expense, expenses, overtime, payroll, reimbursement, records, permits, -form, -invoice, -receipt), size:+3, dept:+1"
69,9,2022 HPF Comments Log (2).xlsx,xlsx,318.6,Public Works,25-2824,https://sanfrancisco.nextrequest.com/requests/25-2824,https://sanfrancisco.nextrequest.com/documents/45245545/download,false,,"log, request-context:+4 (expense, expenses, overtime, payroll, reimbursement, records, permits, -form, -invoice, -receipt), size:+3, dept:+1"
70,9,2022 HPF Comments Log (5).xlsx,xlsx,460.5,Public Works,25-2824,https://sanfrancisco.nextrequest.com/requests/25-2824,https://sanfrancisco.nextrequest.com/documents/45245556/download,false,,"log, request-context:+4 (expense, expenses, overtime, payroll, reimbursement, records, permits, -form, -invoice, -receipt), size:+3, dept:+1"
71,9,07.01.23 - 06.30.24 HPF Comments Log (2).xlsx,xlsx,626.2,Public Works,25-2824,https://sanfrancisco.nextrequest.com/requests/25-2824,https://sanfrancisco.nextrequest.com/documents/45245564/download,false,,"log, request-context:+4 (expense, expenses, overtime, payroll, reimbursement, records, permits, -form, -invoice, -receipt), size:+3, dept:+1"
72,9,March2022 HPF Comments Log.xlsx,xlsx,311.4,Public Works,25-2824,https://sanfrancisco.nextrequest.com/requests/25-2824,https://sanfrancisco.nextrequest.com/documents/45245662/download,false,,"log, request-context:+4 (expense, expenses, overtime, payroll, reimbursement, records, permits, -form, -invoice, -receipt), size:+3, dept:+1"
73,9,2022 HPF Comments Log (1).xlsx,xlsx,302.0,Public Works,25-2824,https://sanfrancisco.nextrequest.com/requests/25-2824,https://sanfrancisco.nextrequest.com/documents/45245479/download,false,,"log, request-context:+4 (expense, expenses, overtime, payroll, reimbursement, records, permits, -form, -invoice, -receipt), size:+3, dept:+1"
74,9,2023 HPF Comments Log.xlsx,xlsx,405.8,Public Works,25-2824,https://sanfrancisco.nextrequest.com/requests/25-2824,https://sanfrancisco.nextrequest.com/documents/45245521/download,false,,"log, request-context:+4 (expense, expenses, overtime, payroll, reimbursement, records, permits, -form, -invoice, -receipt), size:+3, dept:+1"
75,9,07.01.23 - 06.30.24 HPF Comments Log.xlsx,xlsx,598.9,Public Works,25-2824,https://sanfrancisco.nextrequest.com/requests/25-2824,https://sanfrancisco.nextrequest.com/documents/45245638/download,false,,"log, request-context:+4 (expense, expenses, overtime, payroll, reimbursement, records, permits, -form, -invoice, -receipt), size:+3, dept:+1"
76,9,2023 HPF Comments Log.xlsx,xlsx,401.5,Public Works,25-2824,https://sanfrancisco.nextrequest.com/requests/25-2824,https://sanfrancisco.nextrequest.com/documents/45245507/download,false,,"log, request-context:+4 (expense, expenses, overtime, payroll, reimbursement, records, permits, -form, -invoice, -receipt), size:+3, dept:+1"
77,9,2022 HPF Comments Log (2).xlsx,xlsx,461.5,Public Works,25-2824,https://sanfrancisco.nextrequest.com/requests/25-2824,https://sanfrancisco.nextrequest.com/documents/45245574/download,false,,"log, request-context:+4 (expense, expenses, overtime, payroll, reimbursement, records, permits, -form, -invoice, -receipt), size:+3, dept:+1"
78,9,07.01.23 - 06.30.24 HPF Comments Log (3).xlsx,xlsx,632.6,Public Works,25-2824,https://sanfrancisco.nextrequest.com/requests/25-2824,https://sanfrancisco.nextrequest.com/documents/45245615/download,false,,"log, request-context:+4 (expense, expenses, overtime, payroll, reimbursement, records, permits, -form, -invoice, -receipt), size:+3, dept:+1"
79,9,2022 HPF Comments Log (3).xlsx,xlsx,475.7,Public Works,25-2824,https://sanfrancisco.nextrequest.com/requests/25-2824,https://sanfrancisco.nextrequest.com/documents/45245655/download,false,,"log, request-context:+4 (expense, expenses, overtime, payroll, reimbursement, records, permits, -form, -invoice, -receipt), size:+3, dept:+1"
80,9,2022 HPF Comments Log.xlsx,xlsx,290.4,Public Works,25-2824,https://sanfrancisco.nextrequest.com/requests/25-2824,https://sanfrancisco.nextrequest.com/documents/45245489/download,false,,"log, request-context:+4 (expense, expenses, overtime, payroll, reimbursement, records, permits, -form, -invoice, -receipt), size:+3, dept:+1"
81,9,2022 HPF Comments Log (4).xlsx,xlsx,454.8,Public Works,25-2824,https://sanfrancisco.nextrequest.com/requests/25-2824,https://sanfrancisco.nextrequest.com/documents/45245594/download,false,,"log, request-context:+4 (expense, expenses, overtime, payroll, reimbursement, records, permits, -form, -invoice, -receipt), size:+3, dept:+1"
82,9,"Records Request #25-3082 BSES BT 2.15.25_4.24.25.xlsx",xlsx,792.8,Public Works,25-3082,https://sanfrancisco.nextrequest.com/requests/25-3082,https://sanfrancisco.nextrequest.com/documents/45463959/download,false,,"records, request-context:+4 (incident, database, export, records, dispatch), size:+3, dept:+1"
83,9,2022 HPF Comments Log (3).xlsx,xlsx,475.7,Public Works,25-2824,https://sanfrancisco.nextrequest.com/requests/25-2824,https://sanfrancisco.nextrequest.com/documents/45245656/download,false,,"log, request-context:+4 (expense, expenses, overtime, payroll, reimbursement, records, permits, -form, -invoice, -receipt), size:+3, dept:+1"
84,9,2022 HPF Comments Log (5).xlsx,xlsx,463.4,Public Works,25-2824,https://sanfrancisco.nextrequest.com/requests/25-2824,https://sanfrancisco.nextrequest.com/documents/45245626/download,false,,"log, request-context:+4 (expense, expenses, overtime, payroll, reimbursement, records, permits, -form, -invoice, -receipt), size:+3, dept:+1"
85,9,"Records Request #25-3082 BSES ENC 2.15.25_4.24.25.xlsx",xlsx,1243.5,Public Works,25-3082,https://sanfrancisco.nextrequest.com/requests/25-3082,https://sanfrancisco.nextrequest.com/documents/45463960/download,false,,"records, request-context:+4 (incident, database, export, records, dispatch), size:+3, dept:+1"
86,9,1_Comprehensive Vertical Tracker 4.7.20.xlsx,xlsx,1977.0,Public Works,24-2661,https://sanfrancisco.nextrequest.com/requests/24-2661,https://sanfrancisco.nextrequest.com/documents/33336123/download,false,,"tracker, request-context:+4 (complaint, complaints, violation, log, logs, records, permits, contract, -application), size:+3, dept:+1"
87,9,1_Comprehensive Vertical Tracker 4.7.20.xlsx,xlsx,1977.0,Public Works,24-2661,https://sanfrancisco.nextrequest.com/requests/24-2661,https://sanfrancisco.nextrequest.com/documents/33336145/download,false,,"tracker, request-context:+4 (complaint, complaints, violation, log, logs, records, permits, contract, -application), size:+3, dept:+1"
88,9,1_Comprehensive Vertical Tracker 4.7.20.xlsx,xlsx,1977.0,Public Works,24-2661,https://sanfrancisco.nextrequest.com/requests/24-2661,https://sanfrancisco.nextrequest.com/documents/33336134/download,false,,"tracker, request-context:+4 (complaint, complaints, violation, log, logs, records, permits, contract, -application), size:+3, dept:+1"
89,9,"BSES Public Records Request #24-6579.xlsx",xlsx,2870.7,Public Works,24-6579,https://sanfrancisco.nextrequest.com/requests/24-6579,https://sanfrancisco.nextrequest.com/documents/39685960/download,false,,"records, request-context:+3 (database, export), size:+4, dept:+1"
90,9,Employer Cost Report FY23.xlsx,xlsx,4366.5,Controller,23-4196,https://sanfrancisco.nextrequest.com/requests/23-4196,https://sanfrancisco.nextrequest.com/documents/23176293/download,false,,"request-context:+4 (overtime, compensation, citation, database, dataset, -form), size:+4, dept:+1"
